type,id,,,,,
root,root,,,,,
,,,,,,
type,label,id,,,,
question,"Select a species",root,,,action,image
type,label,value,from,to,,
answer,"Acinos alpinus",acialp,root,B,,
answer,"Acantholimon androsaceum",acaand,root,B,,
answer,"Acantholimon graecum",acagra,root,B,,
answer,"Acantholimon ulicinum",acauli,root,B,,
answer,"Alyssum foliosum",alyfol,root,B,,
answer,"Allium frigidum",allfri,root,B,,
answer,"Alyssum fragillimum",alyfra,root,B,,
answer,"Alyssum handelii",alyhan,root,B,,
answer,"Alyssum siculum",alysic,root,B,,
answer,"Alyssum sphacioticum",alysph,root,B,,
answer,"Alyssum smolikanum",alysmo,root,B,,
answer,"Alyssum umbellatum",alyumb,root,B,,
answer,"Anchusa cespitosa",ancces,root,B,,
answer,"Anthemis cretica",antcre,root,B,,
answer,"Anthyllis vulneraria",antvul,root,B,,
answer,"Armeria canescens",armcan,root,B,,
answer,"Arrhenatherum palaestinum",arrpal,root,B,,
answer,"Asperula aristata",aspari,root,B,,
answer,"Asperula boissieri",aspboi,root,B,,
answer,"Asperula idaea",aspida,root,B,,
answer,"Asperula malevonensis",aspmal,root,B,,
answer,"Asperula pinifolia",asppin,root,B,,
answer,"Aster alpinus",astalp,root,B,,
answer,"Astragalus angustifolius",astang,root,B,,
answer,"Astragalus creticus",astcre,root,B,,
answer,"Astragalus depressus",astdep,root,B,,
answer,"Astragalus thracicus",astthr,root,B,,
answer,"Astragalus trojanus",asttro,root,B,,
answer,"Atraphaxis billardieri",atrbil,root,B,,
answer,"Asyneuma limonifolium",asylim,root,B,,
answer,"Berberis cretica",bercre,root,B,,
answer,"Bornmuellera tymphaea",bortym,root,B,,
answer,"Bromus erectus",broere,root,B,,
answer,"Bromus tomentellus",brotom,root,B,,
answer,"Bufonia stricta",bufstr,root,B,,
answer,"Cachrys ferulacea",cacfer,root,B,,
answer,"Carduus tmoleus",cartmo,root,B,,
answer,"Carex caryophyllea",carcar,root,B,,
answer,"Carex kitaibeliana",carkit,root,B,,
answer,"Carlina acanthifolia",caraca,root,B,,
answer,"Centaurea athoa subsp. parnonia",cenath,root,B,,
answer,"Centaurea cariensis",cencar,root,B,,
answer,"Centaurea epirota",cenepi,root,B,,
answer,"Centaurea grisebachii",cengri,root,B,,
answer,"Centaurea pichleri",cenpic,root,B,,
answer,"Centaurea urvillei subsp. urvillei",cenurv,root,B,,
answer,"Cerastium banaticum",cerban,root,B,,
answer,"Cerastium candidissimum",cercan,root,B,,
answer,"Cerastium theophrasti",certhe,root,B,,
answer,"Cirsium hypopsilum",cirhyp,root,B,,
answer,"Cirsium morinifolium",cirmor,root,B,,
answer,"Convolvulus boissieri subsp. compactus",conboi,root,B,,
answer,"Crataegus pycnoloba",crapyc,root,B,,
answer,"Crataegus orientalis",craori,root,B,,
answer,"Crepis crocifolia",crecro,root,B,,
answer,"Cytisus procumbens",cytpro,root,B,,
answer,"Danthonia alpina",danalp,root,B,,
answer,"Daphne oleoides",dapole,root,B,,
answer,"Dianthus stenopetalus",diaste,root,B,,
answer,"Draba lacaite",dralac,root,B,,
answer,"Erodium sibthospianum subsp. vetteri",erosib,root,B,,
answer,"Eryngium amethystinum",eryame,root,B,,
answer,"Erysimum microstylum",erymic,root,B,,
answer,"Erysimum pectinatum",erypec,root,B,,
answer,"Euphorbia myrsinites",eupmyr,root,B,,
answer,"Euphorbia rigida",euprig,root,B,,
answer,"Festuca jeanpertii",fesjea,root,B,,
answer,"Festuca oviniformis",fesovi,root,B,,
answer,"Festuca polita",fespol,root,B,,
answer,"Festuca raulinii",fesrau,root,B,,
answer,"Festuca varia",fesvar,root,B,,
answer,"Galium samothracicum",galsam,root,B,,
answer,"Galium taygeteum",galtay,root,B,,
answer,"Gagea peduncularis",gagped,root,B,,
answer,"Galium thymifolium",galthy,root,B,,
answer,"Geranium macrostylum",germac,root,B,,
answer,"Globularia stygia",glosty,root,B,,
answer,"Helianthemum hymettium",helhym,root,B,,
answer,"Helictotrichon aetolicum",helaet,root,B,,
answer,"Hieracium parnassi",hiepar,root,B,,
answer,"Hippocrepis ciliata",hipcil,root,B,,
answer,"Iberis sempervirens",ibesem,root,B,,
answer,"Inula ensifolia",inuens,root,B,,
answer,"Jurinea consanguinea",jurcon,root,B,,
answer,"Koeleria lobata",koelob,root,B,,
answer,"Lepidium hirtum",lephir,root,B,,
answer,"Linum hologynum",linhol,root,B,,
answer,"Lomelosia graminifolia",lomgra,root,B,,
answer,"Malcolmia graeca",malgra,root,B,,
answer,"Marrubium cylleneum",marcyl,root,B,,
answer,"Marrubium velutinum",marvel,root,B,,
answer,"Melica ciliata",melcil,root,B,,
answer,"Minuartia anatolica",minana,root,B,,
answer,"Minuartia attica",minatt,root,B,,
answer,"Minuartia confusa",mincon,root,B,,
answer,"Minuartia hybrida",minhyb,root,B,,
answer,"Minuartia stellata",minste,root,B,,
answer,"Morina persica",morper,root,B,,
answer,"Onosma elegantissimum",onoele,root,B,,
answer,"Pedicularis brachyodonta",pedbra,root,B,,
answer,"Peucedanum alpinum",peualp,root,B,,
answer,"Peucedanum vourinense",peuvou,root,B,,
answer,"Phleum montanum",phlmon,root,B,,
answer,"Plantago argentea",plaarg,root,B,,
answer,"Plantago holosteum",plahol,root,B,,
answer,"Poa thessala",poathe,root,B,,
answer,"Polygala nicaeensis",polnic,root,B,,
answer,"Potentilla deorum",potdeo,root,B,,
answer,"Prunus prostrata",prupro,root,B,,
answer,"Ptilostemon afer",ptiafe,root,B,,
answer,"Rindera graeca",ringra,root,B,,
answer,"Rorippa pyrenaica",rorpyr,root,B,,
answer,"Satureja parnassica",satpar,root,B,,
answer,"Satureja spinosa",satspi,root,B,,
answer,"Saxifraga tridactylites",saxtri,root,B,,
answer,"Scandix macrorhyncha",scamac,root,B,,
answer,"Scleranthus perennis",sclper,root,B,,
answer,"Scorzonera sublanata",scosub,root,B,,
answer,"Scutellaria hirta",scuhir,root,B,,
answer,"Sedum acre",sedacr,root,B,,
answer,"Sedum urvillei",sedurv,root,B,,
answer,"Senecio fruticulosus",senfru,root,B,,
answer,"Sesleria anatolica",sesana,root,B,,
answer,"Sesleria robusta",sesrob,root,B,,
answer,"Sesleria vaginalis",sesvag,root,B,,
answer,"Sideritis clandestina",sidcla,root,B,,
answer,"Sideritis euboea",sideub,root,B,,
answer,"Silene antri-jovis",silant,root,B,,
answer,"Silene damboldtiana",sildam,root,B,,
answer,"Silene melzheimeri",silmel,root,B,,
answer,"Silene urvillei",silurv,root,B,,
answer,"Silene variegata",silvar,root,B,,
answer,"Stipa pennata",stipen,root,B,,
answer,"Stipa thessala",stithe,root,B,,
answer,"Telephium imperati",telimp,root,B,,
answer,"Teucrium montanum",teumon,root,B,,
answer,"Thymus hirsutus",thyhir,root,B,,
answer,"Thymus leucotrichus",thyleu,root,B,,
answer,"Thymus samius",thysam,root,B,,
answer,"Thymus teucrioides",thyteu,root,B,,
answer,"Valeriana tuberosa",valtub,root,B,,
answer,"Veronica glauca",vergla,root,B,,
answer,"Veronica thymifolia",verthy,root,B,,
answer,"Viola mercuri",viomer,root,B,,
answer,"Viola vourinensis",viovou,root,B,,
,,,,,,
type,label,id,,,,
question,"Define the coverage of the plot",B,,,,
type,label,value,from,to,,
answer,"no coverage",B0,B,C,,
answer,r,B1,B,C,,
answer,+,B2,B,C,,
